	Salary	Title	Company	Location
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
10	$50,000 a year		StaffingResourceGroup	Miami, FL
5	$88,305 - $114,802 a year	Data Scientist	CentersforDiseaseControlandPrevention	Atlanta, GA
6	$122,744 - $159,572 a year	Associate Research Analyst	CentersforDiseaseControlandPrevention	Atlanta, GA
9	$51,706 a year	Computer Scientist (Informatics)	CSTE	Atlanta, GA 30341
12	$88,305 - $114,802 a year		CentersforDiseaseControlandPrevention	Atlanta, GA
6	$100,000 - $125,000 a year	Director of Business Analytics	AnalyticRecruiting	Atlanta, GA
3	$100,000 - $120,000 a year	Data Scientist-1	CHASEProfessionals	Duluth, GA
3	$69,900 a year	Research Scientist-New Methods	EmoryUniversity	Atlanta, GA
9	$20 - $22 an hour	Director Advanced Analytics	NewFieldsGovernmentServices,LLC	Atlanta, GA
4	$88,305 - $114,802 a year	STATISTICAL FORECAST ANALYST	U.S.DepartmentofLabor	Atlanta, GA
3	$69,900 a year	Data Scientist	EmoryUniversity	Atlanta, GA
10	$120,000 - $150,000 a year		aquesst	Atlanta, GA 30305 (Buckhead area)
3	$122,744 - $159,572 a year	Biostatistician	CentersforDiseaseControlandPrevention	Atlanta, GA
11	$104,349 - $135,656 a year		CentersforDiseaseControlandPrevention	Atlanta, GA
8	$150,000 a year	Systematic Review Research Fellowship - CDC	eHire,LLC	Atlanta, GA 30326 (Buckhead area)
4	$55,000 - $70,000 a year	Senior Big Data Implementation Manager	LighthouseRecruiting	Atlanta, GA
12	$122,744 - $159,572 a year		CentersforDiseaseControlandPrevention	Atlanta, GA
8	$75,000 - $100,000 a year	Associate Research Scientist - 6-month intern position	SmithHanleyAssociates	Atlanta, GA
3	$80,000 a year	Policy Research Analyst Fellowship--CDC	SynergySearchGroup	Atlanta, GA
7	$66,700 a year	Epidemiologist	EmoryUniversity	Atlanta, GA
10	$74,260 - $96,538 a year		CentersforDiseaseControlandPrevention	Atlanta, GA
3	$65,000 - $110,000 a year	Sr. Analyst, Usability Research	SmithHanleyAssociates	Atlanta, GA
4	$13 - $18 an hour	Associate Director- ELSYS 1146	DeKalbWorkforceDevelopment	Decatur, GA
8	$10,000 a year	Medical Technologist - Core Lab - Full Time Evenings - Scottish Rite	CareerBuilder	Norcross, GA 30092
3	$160,000 a year	Data Scientist	HERO.Jobs	Seattle, WA
8	$88,800 - $100,800 a year	Research and Data Analyst	LibertyMutual	Seattle, WA
6	$150 an hour	Research Scientist	Z2DataLabs	Bellevue, WA
10	$90,000 - $110,000 a year		Shyft	Seattle, WA
5	$50,000 - $60,000 a year	Research Scientist, Mobile Apps & Games	NuWestGroupHoldings,LLC	Redmond, WA
9	$150,000 a year	Machine Learning Engineer	BrunswikSt.	Seattle, WA
3	$125,000 a year	Senior Data Scientist - AWS Identity & Access	DynamicStaffingInc.	Seattle, WA
9	$150,000 a year	Scientist or Senior Scientist	PrimeTeamPartners	Seattle, WA 98119 (Queen Anne area)
3	$120,000 a year	S3 Storage Senior Research Scientist	PullskillTechnologies	Seattle, WA
4	$25 an hour	Scientist II â€“ Transcriptome Data Analysis	FutranSolutions	Seattle, WA 98109 (Westlake area)
3	$70 an hour	Quantitative Analyst	Latitude36Inc	Redmond, WA
4	$170,000 a year	Applications Developer 3	NextGenGlobalResourcesLLC	Bellevue, WA
6	$3,304 - $4,431 a month	Research Scientst	UniversityofWashington	Seattle, WA
8	$2,502 - $3,304 a month	HVTN Regional Medical Liaison - Lima, Peru	UniversityofWashington	Seattle, WA
9	$3,304 - $4,431 a month	SHAKEALERT AQMS OPERATOR	UniversityofWashingtonMedicalCenter	Seattle, WA
7	$70,000 a year	Principal Group Program Manager- Data Science & Growth	TOPSanFrancisco	Bellevue, WA
4	$150,000 - $230,000 a year	PUBLIC RECORDS PROGRAM MANAGER	All-InAnalytics	Seattle, WA
4	$3,090 - $4,132 a month	Bioinformatics Specialist (Temporary)	UniversityofWashington	Seattle, WA
6	$125,000 a year	Staff Scientist	SummitGroupSolutions,LLC	Bellevue, WA 98004 (Downtown area)
10	$60 an hour		ultraminds	Redmond, WA
8	$3,062 - $4,005 a month	Behavioral Scientist	WashingtonStatePatrol	Seattle, WA
6	$100,000 - $150,000 a year	Sr Supplier Quality Engineer	All-InAnalytics	Seattle, WA
10	$3,090 - $4,132 a month		UniversityofWashingtonMedicalCenter	Seattle, WA
9	$4,319 - $6,183 a month	VALUE ANALYSIS PROJECTS MANAGER	UniversityofWashingtonMedicalCenter	Seattle, WA
4	$2,502 - $3,304 a month	Quality Service Specialist	UniversityofWashingtonMedicalCenter	Seattle, WA
5	$4,344 - $5,838 a month	Alexa Machine Learning & AI Solutions Architect	UniversityofWashington	Seattle, WA
4	$4,319 - $6,183 a month	Senior Product Manager - Technical	UniversityofWashington	Seattle, WA
5	$2,370 - $3,129 a month	CLINICAL SERVICE DESK ANALYST	UniversityofWashington	Seattle, WA
8	$4,344 - $5,838 a month	Sr. Software Development Engineer, Recommendations	UniversityofWashingtonMedicalCenter	Seattle, WA
10	$5,253 - $6,894 a month		StateofWashington	Shoreline, WA
3	$4,276 - $5,942 a month	Data Scientist (Full Time)	UniversityofWashingtonMedicalCenter	Seattle, WA
6	$2,443 - $3,223 a month	Connect- Director, Technology Market Research	UniversityofWashingtonMedicalCenter	Seattle, WA
3	$2,370 - $3,129 a month	Clinical Research Coordinator III - Program in Immunology	UniversityofWashingtonMedicalCenter	Seattle, WA
11	$2,268 - $2,925 a month		WashingtonStatePatrol	Snohomish, WA
7	$3,077 - $4,113 a month	THERMAL - STRUCTURAL - MECHANICAL ENGINEER - ADVANCED NUCLEAR R & D	UniversityofWashington	Seattle, WA
10	$4,818 - $6,896 a month		UniversityofWashingtonMedicalCenter	Seattle, WA
12	$4,678 - $6,695 a month		UniversityofWashington	Seattle, WA
5	$6,250 - $10,833 a month	Data Scientist	UniversityofTexasatAustin	Austin, TX
6	$90,000 - $125,000 a year	Data Scientist Sr. Advisor	OpenLending	Austin, TX 78746
11	$4,916 a month		UniversityofTexasatAustin	Austin, TX
4	$140,000 - $160,000 a year	Data Mining Scientist	All-InAnalytics	Austin, TX
5	$5,541 a month	Database Coordinator - Statistical Data Reporting Specialist	UniversityofTexasatAustin	Austin, TX
8	$4,390 - $4,800 a month	Precision Prototype & Modeling Engineer	UniversityofTexasatAustin	Austin, TX
9	$3,520 - $4,600 a month	Bioinformatics Analyst – 020	TexasDepartmentofPublicSafety	Austin, TX
7	$3,210 a month	OpenStack Software Developer	UniversityofTexasatAustin	Austin, TX
8	$5,259 - $8,624 a month	Data Scientist	Health&HumanServicesComm	Austin, TX
4	$100,000 a year	Information Technology Professional	ProvidencePartners	Austin, TX
6	$65 an hour	Data Scientist - R, Python, Machine Learning	LastWordConsulting	Austin, TX
9	$4,000 a month	Billing Call Center Representative	UniversityofTexasatAustin	Austin, TX
10	$4,500 a month		UniversityofTexasatAustin	Austin, TX
8	$7,083 - $9,166 a month	Systems Engineer (Machine Learning/IoT)	UniversityofTexasatAustin	Austin, TX
10	$60,000 - $80,000 a year		LighthouseRecruiting	Austin, TX
10	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
10	$2,500 a month		UniversityofTexasatAustin	Austin, TX
8	$90,000 a year	Director of Brand Marketing	XORDataExchange	Austin, TX
9	$6,250 - $10,833 a month	Engineering Scientist - Geospatial Application Software Developer	UniversityofTexasatAustin	Austin, TX
12	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
3	$5,400 - $6,500 a month	Staff Scientist	UniversityofTexasatAustin	Austin, TX
4	$105,000 a year	Laboratory Director	ProvidencePartners	Austin, TX
5	$5,400 - $6,500 a month	Lead Javascript Developer	UniversityofTexasatAustin	Austin, TX
9	$5,400 - $6,500 a month	Senior Data Scientist - Geospatial Analytics	UniversityofTexasatAustin	Austin, TX
10	$4,950 - $7,826 a month		UniversityofTexasatAustin	Austin, TX
9	$3,616 - $5,433 a month	Solution Architect (Western Region)	TexasDepartmentofPublicSafety	Austin, TX
7	$95,000 - $115,000 a year	Project Team Lead Needed: Project Scientist, Geologist, or Engineer	ProvidencePartnersandAssociates	Austin, TX 78759 (Arboretum area)
8	$6,250 - $10,833 a month	Senior NodeJS Fullstack Developer at Clarify, Inc	UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
